"","team","season","game_type","week","gsis_id","position","full_name","first_name","last_name","report_primary_injury","report_secondary_injury","report_status","practice_primary_injury","practice_secondary_injury","practice_status","date_modified","bye","week_diff"
"18713","DET",2020,"REG",11,"00-0033932","WR","Kenny Golladay","Kenny","Golladay","Hip","","Out","Hip","","Did Not Participate In Practice","2020-11-20T13:07:15Z",5,6
"18714","DET",2020,"REG",2,"00-0033932","WR","Kenny Golladay","Kenny","Golladay","Hamstring","","Out","Hamstring","","Did Not Participate In Practice","2020-09-18T12:56:11Z",5,-3
"18715","DET",2020,"REG",2,"00-0030562","CB","Desmond Trufant","Desmond","Trufant","Hamstring","","Out","Hamstring","","Did Not Participate In Practice","2020-09-18T12:56:29Z",5,-3
"18716","DET",2020,"REG",16,"00-0023853","K","Matt Prater","Matt","Prater","Back","","Questionable","Back","","Limited Participation in Practice","2020-12-24T11:43:51Z",5,11
"18717","DET",2020,"REG",11,"00-0035531","DE","Austin Bryant","Austin","Bryant","Thigh","","Questionable","Thigh","","Limited Participation in Practice","2020-11-20T13:05:38Z",5,6
"18718","DET",2020,"REG",11,"00-0033539","LB","Jarrad Davis","Jarrad","Davis","Knee","","Questionable","Knee","","Limited Participation in Practice","2020-11-20T13:05:38Z",5,6
"18719","DET",2020,"REG",13,"00-0026498","QB","Matthew Stafford","Matthew","Stafford","right Thumb","","Questionable","right Thumb","","Limited Participation in Practice","2020-12-04T12:22:29Z",5,8
"18721","DET",2020,"REG",1,"00-0036249","LB","Julian Okwara","Julian","Okwara","Knee","","Questionable","Knee","","Limited Participation in Practice","2020-09-11T12:25:07Z",5,-4
"18722","DET",2020,"REG",1,"00-0031628","CB","Darryl Roberts","Darryl","Roberts","Groin","","Questionable","Groin","","Limited Participation in Practice","2020-09-11T12:25:07Z",5,-4
"18723","DET",2020,"REG",16,"00-0031628","CB","Darryl Roberts","Darryl","Roberts","Hip","","Questionable","Hip","","Full Participation in Practice","2020-12-24T11:43:51Z",5,11
"18725","DET",2020,"REG",7,"00-0030562","CB","Desmond Trufant","Desmond","Trufant","Hamstring","","Out","Hamstring","","Did Not Participate In Practice","2020-10-23T12:12:07Z",5,2
"18726","DET",2020,"REG",9,"00-0031130","LB","Christian Jones","Christian","Jones","Knee","","Questionable","Knee","","Limited Participation in Practice","2020-11-06T12:01:41Z",5,4
"18728","DET",2020,"REG",6,"00-0030562","CB","Desmond Trufant","Desmond","Trufant","Hamstring","","Out","Hamstring","","Did Not Participate In Practice","2020-10-16T11:55:53Z",5,1
"18729","DET",2020,"REG",13,"00-0033932","WR","Kenny Golladay","Kenny","Golladay","Hip","","Out","Hip","","Did Not Participate In Practice","2020-12-04T12:22:55Z",5,8
"18730","DET",2020,"REG",13,"00-0034371","DE","Da'Shawn Hand","Da'Shawn","Hand","Groin","","Out","Groin","","Did Not Participate In Practice","2020-12-04T12:23:03Z",5,8
"18735","DET",2020,"REG",16,"00-0030421","LB","Jamie Collins","Jamie","Collins","Neck","","Questionable","Neck","","Did Not Participate In Practice","2020-12-24T11:43:51Z",5,11
"18736","DET",2020,"REG",1,"00-0026035","WR","Danny Amendola","Danny","Amendola","Hamstring","","Questionable","Hamstring","","Limited Participation in Practice","2020-09-11T12:25:07Z",5,-4
"18738","DET",2020,"REG",14,"00-0035531","DE","Austin Bryant","Austin","Bryant","Thigh","","Questionable","Thigh","","Limited Participation in Practice","2020-12-11T12:46:19Z",5,9
"18739","DET",2020,"REG",14,"00-0034371","DE","Da'Shawn Hand","Da'Shawn","Hand","Groin","","Questionable","Groin","","Limited Participation in Practice","2020-12-11T12:46:19Z",5,9
"18741","DET",2020,"REG",15,"00-0033932","WR","Kenny Golladay","Kenny","Golladay","Hip","","Out","Hip","","Did Not Participate In Practice","2020-12-18T12:17:22Z",5,10
"18743","DET",2020,"REG",11,"00-0036275","RB","D'Andre Swift","D'Andre","Swift","Concussion","","Out","Concussion","","Did Not Participate In Practice","2020-11-20T13:07:23Z",5,6
"18744","DET",2020,"REG",12,"00-0036275","RB","D'Andre Swift","D'Andre","Swift","Concussion","","Questionable","Concussion","","Limited Participation in Practice","2020-11-25T12:34:00Z",5,7
"18745","DET",2020,"REG",15,"00-0036238","DT","John Penisini","John","Penisini","Shoulder","","Questionable","Shoulder","","Limited Participation in Practice","2020-12-18T12:17:10Z",5,10
"18747","DET",2020,"REG",14,"00-0033932","WR","Kenny Golladay","Kenny","Golladay","Hip","","Out","Hip","","Did Not Participate In Practice","2020-12-11T12:46:33Z",5,9
"18748","DET",2020,"REG",16,"00-0034390","T","Tyrell Crosby","Tyrell","Crosby","Ankle","","Out","Ankle","","Did Not Participate In Practice","2020-12-24T11:43:58Z",5,11
"18749","DET",2020,"REG",11,"00-0032785","T","Halapoulivaati Vaitai","Halapoulivaati","Vaitai","Foot","","Questionable","Foot","","Limited Participation in Practice","2020-11-20T13:05:38Z",5,6
"18750","DET",2020,"REG",14,"00-0036275","RB","D'Andre Swift","D'Andre","Swift","Illness","","Questionable","Illness","","Full Participation in Practice","2020-12-11T12:46:19Z",5,9
"18753","DET",2020,"REG",2,"00-0032418","G","Joe Dahl","Joe","Dahl","Groin","","Out","Groin","","Did Not Participate In Practice","2020-09-18T12:56:18Z",5,-3
"18754","DET",2020,"REG",8,"00-0030562","CB","Desmond Trufant","Desmond","Trufant","Hamstring","","Questionable","Hamstring","","Limited Participation in Practice","2020-10-30T12:01:48Z",5,3
"18755","DET",2020,"REG",12,"00-0026035","WR","Danny Amendola","Danny","Amendola","Hip","","Out","Hip","","Did Not Participate In Practice","2020-11-25T12:34:11Z",5,7
"18760","DET",2020,"REG",11,"00-0034371","DE","Da'Shawn Hand","Da'Shawn","Hand","Groin","","Questionable","Groin","","Limited Participation in Practice","2020-11-20T13:05:38Z",5,6
"18764","DET",2020,"REG",9,"00-0032418","G","Joe Dahl","Joe","Dahl","Back","","Questionable","Back","","Did Not Participate In Practice","2020-11-06T12:01:41Z",5,4
"18765","DET",2020,"REG",9,"00-0032785","T","Halapoulivaati Vaitai","Halapoulivaati","Vaitai","Foot","","Questionable","Foot","","Full Participation in Practice","2020-11-06T12:01:41Z",5,4
"18769","DET",2020,"REG",15,"00-0034390","T","Tyrell Crosby","Tyrell","Crosby","Ankle","","Out","Ankle","","Did Not Participate In Practice","2020-12-18T12:17:18Z",5,10
"18770","DET",2020,"REG",11,"00-0035655","S","Will Harris","Will","Harris","Groin","","Questionable","Groin","","Limited Participation in Practice","2020-11-20T13:05:38Z",5,6
"18771","DET",2020,"REG",13,"00-0036274","CB","Jeff Okudah","Jeff","Okudah","Shoulder","","Out","Shoulder","","Did Not Participate In Practice","2020-12-04T12:22:50Z",5,8
"18772","DET",2020,"REG",13,"00-0032975","RB","Jonathan Williams","Jonathan","Williams","Hip","","Questionable","","","
    ","2020-12-05T14:28:26Z",5,8
"18773","DET",2020,"REG",2,"00-0035327","S","C.J. Moore","C.J.","Moore","Hamstring","","Questionable","Hamstring","","Limited Participation in Practice","2020-09-18T12:55:54Z",5,-3
"18775","DET",2020,"REG",11,"00-0026498","QB","Matthew Stafford","Matthew","Stafford","right Thumb","","Questionable","right Thumb","","Limited Participation in Practice","2020-11-20T13:05:38Z",5,6
"18776","DET",2020,"REG",9,"00-0034745","S","Tracy Walker","Tracy","Walker","Foot","","Out","Foot","","Did Not Participate In Practice","2020-11-06T12:02:13Z",5,4
"18777","DET",2020,"REG",14,"00-0036274","CB","Jeff Okudah","Jeff","Okudah","Groin","","Out","Groin","","Did Not Participate In Practice","2020-12-11T12:46:37Z",5,9
"18781","DET",2020,"REG",15,"00-0031628","CB","Darryl Roberts","Darryl","Roberts","Hip","","Out","Hip","","Did Not Participate In Practice","2020-12-18T12:17:34Z",5,10
"18782","DET",2020,"REG",2,"00-0032785","T","Halapoulivaati Vaitai","Halapoulivaati","Vaitai","Foot","","Questionable","Foot","","Did Not Participate In Practice","2020-09-18T12:55:54Z",5,-3
"18783","DET",2020,"REG",2,"00-0031628","CB","Darryl Roberts","Darryl","Roberts","Calf","","Questionable","Calf","","Limited Participation in Practice","2020-09-18T12:55:54Z",5,-3
"18784","DET",2020,"REG",16,"00-0034345","C","Frank Ragnow","Frank","Ragnow","Throat","","Questionable","Throat","","Limited Participation in Practice","2020-12-24T11:43:51Z",5,11
"18789","DET",2020,"REG",8,"00-0031628","CB","Darryl Roberts","Darryl","Roberts","Groin","Hip","Questionable","Groin","Hip","Limited Participation in Practice","2020-10-30T12:01:48Z",5,3
"18792","DET",2020,"REG",8,"00-0033557","LB","Jalen Reeves-Maybin","Jalen","Reeves-Maybin","Not Injury Related","","Questionable","Not Injury Related","","Did Not Participate In Practice","2020-10-30T12:01:48Z",5,3
"18793","DET",2020,"REG",2,"00-0036008","TE","Hunter Bryant","Hunter","Bryant","Hamstring","","Out","Hamstring","","Limited Participation in Practice","2020-09-18T12:56:06Z",5,-3
"18795","DET",2020,"REG",15,"00-0034345","C","Frank Ragnow","Frank","Ragnow","Throat","","Questionable","Throat","","Did Not Participate In Practice","2020-12-18T12:17:10Z",5,10
"18798","DET",2020,"REG",9,"00-0033932","WR","Kenny Golladay","Kenny","Golladay","Hip","","Out","Hip","","Did Not Participate In Practice","2020-11-06T12:02:02Z",5,4
"18805","DET",2020,"REG",9,"00-0033572","WR","Jamal Agnew","Jamal","Agnew","Ribs","","Out","Ribs","","Did Not Participate In Practice","2020-11-06T12:01:48Z",5,4
"18806","DET",2020,"REG",8,"00-0032381","T","Taylor Decker","Taylor","Decker","Shoulder","","Questionable","Shoulder","","Did Not Participate In Practice","2020-10-30T12:01:48Z",5,3
"18809","DET",2020,"REG",2,"00-0030500","DT","Nicholas Williams","Nicholas","Williams","Shoulder","","Questionable","Shoulder","","Limited Participation in Practice","2020-09-18T12:55:54Z",5,-3
"18811","GB",2020,"REG",9,"00-0034179","S","Raven Greene","Raven","Greene","Oblique","","Questionable","Oblique","","Limited Participation in Practice","2020-11-04T13:02:07Z",5,4
"18813","GB",2020,"REG",9,"00-0030074","T","David Bakhtiari","David","Bakhtiari","Chest","","Questionable","Chest","","Limited Participation in Practice","2020-11-04T13:02:07Z",5,4
"18814","GB",2020,"REG",11,"00-0034162","P","J.K. Scott","J.K.","Scott","Not Injury Related","","Questionable","Back","","Full Participation in Practice","2020-11-21T17:19:53Z",5,6
"18816","GB",2020,"REG",7,"00-0033524","CB","Kevin King","Kevin","King","Quadricep","","Doubtful","Quadricep","","Did Not Participate In Practice","2020-10-23T12:28:12Z",5,2
"18817","GB",2020,"REG",7,"00-0034968","S","Darnell Savage","Darnell","Savage","Quadricep","","Doubtful","Quadricep","","Did Not Participate In Practice","2020-10-23T12:28:38Z",5,2
"18819","GB",2020,"REG",9,"00-0033524","CB","Kevin King","Kevin","King","Quadricep","","Out","Quadricep","","Limited Participation in Practice","2020-11-04T13:02:42Z",5,4
"18823","GB",2020,"REG",11,"00-0033524","CB","Kevin King","Kevin","King","Achilles","","Questionable","Quadricep","","Full Participation in Practice","2020-11-21T17:20:26Z",5,6
"18824","GB",2020,"REG",11,"00-0033929","DE","Montravius Adams","Montravius","Adams","Toe","","Doubtful","Toe","","Did Not Participate In Practice","2020-11-20T12:05:30Z",5,6
"18825","GB",2020,"REG",7,"00-0030074","T","David Bakhtiari","David","Bakhtiari","Chest","","Doubtful","Chest","","Did Not Participate In Practice","2020-10-23T12:27:46Z",5,2
"18830","GB",2020,"REG",7,"00-0033757","TE","Robert Tonyan","Robert","Tonyan","Ankle","","Questionable","Ankle","","Limited Participation in Practice","2020-10-23T12:27:31Z",5,2
"18831","GB",2020,"REG",4,"00-0024243","TE","Marcedes Lewis","Marcedes","Lewis","Knee","","Doubtful","Knee","","Did Not Participate In Practice","2020-10-03T13:03:21Z",5,-1
"18832","GB",2020,"REG",11,"00-0032404","RB","Tyler Ervin","Tyler","Ervin","Wrist","Ribs","Out","Wrist","Ribs","Did Not Participate In Practice","2020-11-20T12:05:52Z",5,6
"18834","GB",2020,"REG",4,"00-0034728","CB","Jaire Alexander","Jaire","Alexander","Hand","Knee","Questionable","Hand","Knee","Did Not Participate In Practice","2020-10-03T13:02:45Z",5,-1
"18836","GB",2020,"REG",11,"00-0035181","WR","Darrius Shepherd","Darrius","Shepherd","Shoulder","","Questionable","Shoulder","","Full Participation in Practice","2020-11-20T12:00:44Z",5,6
"18837","GB",2020,"REG",3,"00-0034968","S","Darnell Savage","Darnell","Savage","Groin","","Questionable","Groin","","Limited Participation in Practice","2020-09-25T13:13:21Z",5,-2
"18839","GB",2020,"REG",10,"00-0035181","WR","Darrius Shepherd","Darrius","Shepherd","Shoulder","","Questionable","Shoulder","","Limited Participation in Practice","2020-11-13T12:19:08Z",5,5
"18840","GB",2020,"REG",10,"00-0034279","WR","Equanimeous St. Brown","Equanimeous","St. Brown","Knee","","Questionable","Knee","","Limited Participation in Practice","2020-11-13T12:19:08Z",5,5
"18847","GB",2020,"REG",12,"00-0034279","WR","Equanimeous St. Brown","Equanimeous","St. Brown","Knee","","Questionable","Knee","","Limited Participation in Practice","2020-11-27T12:48:32Z",5,7
"18850","GB",2020,"REG",12,"00-0031019","C","Corey Linsley","Corey","Linsley","Back","","Questionable","Back","","Limited Participation in Practice","2020-11-27T12:48:32Z",5,7
"18851","GB",2020,"REG",7,"00-0032404","RB","Tyler Ervin","Tyler","Ervin","Wrist","","Out","Wrist","","Did Not Participate In Practice","2020-10-23T12:27:58Z",5,2
"18852","GB",2020,"REG",7,"00-0034185","DT","Tyler Lancaster","Tyler","Lancaster","Shoulder","","Out","Shoulder","","Did Not Participate In Practice","2020-10-23T12:28:21Z",5,2
"18854","GB",2020,"REG",8,"00-0034185","DT","Tyler Lancaster","Tyler","Lancaster","Shoulder","","Questionable","Shoulder","","Limited Participation in Practice","2020-10-30T12:11:02Z",5,3
"18857","GB",2020,"REG",6,"00-0032404","RB","Tyler Ervin","Tyler","Ervin","Wrist","","Out","Wrist","","Did Not Participate In Practice","2020-10-16T12:17:34Z",5,1
"18859","GB",2020,"REG",11,"00-0034521","WR","Allen Lazard","Allen","Lazard","Core","","Questionable","Core","","Limited Participation in Practice","2020-11-20T12:00:44Z",5,6
"18860","GB",2020,"REG",11,"00-0033124","S","Will Redmond","Will","Redmond","Shoulder","","Questionable","Shoulder","","Limited Participation in Practice","2020-11-20T12:00:44Z",5,6
"18861","GB",2020,"REG",11,"00-0034279","WR","Equanimeous St. Brown","Equanimeous","St. Brown","Knee","","Questionable","Knee","","Limited Participation in Practice","2020-11-20T12:00:44Z",5,6
"18862","GB",2020,"REG",4,"00-0034521","WR","Allen Lazard","Allen","Lazard","Core","","Out","Core","","Did Not Participate In Practice","2020-10-03T13:03:38Z",5,-1
"18863","GB",2020,"REG",9,"00-0036243","S","Vernon Scott","Vernon","Scott","Shoulder","","Out","Shoulder","","Did Not Participate In Practice","2020-11-04T13:03:08Z",5,4
"18870","GB",2020,"REG",3,"00-0036332","TE","Josiah Deguara","Josiah","Deguara","Ankle","","Doubtful","Ankle","","Did Not Participate In Practice","2020-09-25T13:14:27Z",5,-2
"18871","GB",2020,"REG",3,"00-0033120","DT","Kenny Clark","Kenny","Clark","Groin","","Questionable","Groin","","Limited Participation in Practice","2020-09-25T13:13:21Z",5,-2
"18872","GB",2020,"REG",3,"00-0035526","G","Elgton Jenkins","Elgton","Jenkins","Back","Rib","Questionable","Back","Rib","Did Not Participate In Practice","2020-09-25T13:13:21Z",5,-2
"18882","GB",2020,"REG",3,"00-0031381","WR","Davante Adams","Davante","Adams","Hamstring","","Doubtful","Hamstring","","Did Not Participate In Practice","2020-09-25T13:13:35Z",5,-2
"18884","GB",2020,"REG",3,"00-0035085","LB","Randy Ramsey","Randy","Ramsey","Groin","","Doubtful","Groin","","Limited Participation in Practice","2020-09-25T13:14:45Z",5,-2
"18885","GB",2020,"REG",12,"00-0034751","CB","Josh Jackson","Josh","Jackson","Concussion","","Questionable","Concussion","","Limited Participation in Practice","2020-11-27T12:48:32Z",5,7
"18886","GB",2020,"REG",12,"00-0033524","CB","Kevin King","Kevin","King","Achilles","","Questionable","Achilles","","Limited Participation in Practice","2020-11-27T12:48:32Z",5,7
"18893","GB",2020,"REG",8,"00-0035161","QB","John Lovett","John","Lovett","Knee","","Questionable","Knee","","Limited Participation in Practice","2020-10-30T12:11:02Z",5,3
"18894","GB",2020,"REG",8,"00-0034968","S","Darnell Savage","Darnell","Savage","Quadricep","","Questionable","Quadricep","","Limited Participation in Practice","2020-10-30T12:11:02Z",5,3
"18895","GB",2020,"REG",2,"00-0031433","G","Billy Turner","Billy","Turner","Knee","","Questionable","Knee","","Limited Participation in Practice","2020-09-18T12:21:33Z",5,-3
"18898","GB",2020,"REG",11,"00-0034990","CB","Ka'dar Hollman","Ka'dar","Hollman","Quadricep","","Questionable","Quadricep","","Limited Participation in Practice","2020-11-20T12:00:44Z",5,6
"18902","GB",2020,"REG",9,"00-0033124","S","Will Redmond","Will","Redmond","Shoulder","","Out","Shoulder","","Did Not Participate In Practice","2020-11-04T13:03:01Z",5,4
"18903","GB",2020,"REG",4,"00-0031361","LB","Christian Kirksey","Christian","Kirksey","Pectoral","","Out","Pectoral","","Did Not Participate In Practice","2020-10-03T13:03:30Z",5,-1
"18904","GB",2020,"REG",13,"00-0031576","LB","Za'Darius Smith","Za'Darius","Smith","Ankle","","Questionable","Ankle","","Did Not Participate In Practice","2020-12-04T12:29:18Z",5,8
"18908","GB",2020,"REG",4,"00-0034967","LB","Rashan Gary","Rashan","Gary","Ankle","","Questionable","Ankle","","Did Not Participate In Practice","2020-10-03T13:02:45Z",5,-1
"18909","GB",2020,"REG",10,"00-0035161","TE","John Lovett","John","Lovett","Knee","","Out","Knee","","Did Not Participate In Practice","2020-11-13T12:19:43Z",5,5
"18910","GB",2020,"REG",10,"00-0034728","CB","Jaire Alexander","Jaire","Alexander","Concussion","Hand","Doubtful","Concussion","Hand","Limited Participation in Practice","2020-11-13T12:19:19Z",5,5
"18911","GB",2020,"REG",10,"00-0033757","TE","Robert Tonyan","Robert","Tonyan","Ankle","","Questionable","Ankle","","Did Not Participate In Practice","2020-11-13T12:19:08Z",5,5
"18912","GB",2020,"REG",10,"00-0033524","CB","Kevin King","Kevin","King","Quadricep","","Questionable","Quadricep","","Limited Participation in Practice","2020-11-13T12:19:08Z",5,5
"18913","GB",2020,"REG",10,"00-0033124","S","Will Redmond","Will","Redmond","Shoulder","","Questionable","Shoulder","","Limited Participation in Practice","2020-11-13T12:19:08Z",5,5
"18914","GB",2020,"REG",10,"00-0036243","S","Vernon Scott","Vernon","Scott","Shoulder","","Questionable","Shoulder","","Limited Participation in Practice","2020-11-13T12:19:08Z",5,5
"18916","GB",2020,"REG",4,"00-0031576","LB","Za'Darius Smith","Za'Darius","Smith","Ankle","","Questionable","Ankle","","Limited Participation in Practice","2020-10-03T13:02:45Z",5,-1
"18918","GB",2020,"REG",10,"00-0029893","G","Rick Wagner","Rick","Wagner","Knee","","Questionable","Knee","","Limited Participation in Practice","2020-11-13T12:19:08Z",5,5
"18924","GB",2020,"REG",8,"00-0033293","RB","Aaron Jones","Aaron","Jones","Calf","","Out","Calf","","Did Not Participate In Practice","2020-10-30T12:11:32Z",5,3
"18925","GB",2020,"REG",8,"00-0033524","CB","Kevin King","Kevin","King","Quadricep","","Out","Quadricep","","Did Not Participate In Practice","2020-10-30T12:11:39Z",5,3
"18926","GB",2020,"REG",8,"00-0030074","T","David Bakhtiari","David","Bakhtiari","Chest","","Questionable","Chest","","Limited Participation in Practice","2020-10-30T12:11:02Z",5,3
"18927","GB",2020,"REG",8,"00-0025580","K","Mason Crosby","Mason","Crosby","left Calf","Back","Questionable","left Calf","Back","Limited Participation in Practice","2020-10-30T12:11:02Z",5,3
"18928","GB",2020,"REG",8,"00-0032404","RB","Tyler Ervin","Tyler","Ervin","Wrist","","Questionable","Wrist","","Limited Participation in Practice","2020-10-30T12:11:02Z",5,3
"18929","GB",2020,"REG",8,"00-0034179","S","Raven Greene","Raven","Greene","Oblique","","Questionable","Oblique","","Limited Participation in Practice","2020-10-30T12:11:02Z",5,3
"18931","GB",2020,"REG",2,"00-0030273","G","Lane Taylor","Lane","Taylor","Knee","","Out","Knee","","Did Not Participate In Practice","2020-09-18T12:22:22Z",5,-3
"18932","GB",2020,"REG",2,"00-0036332","TE","Josiah Deguara","Josiah","Deguara","Shin","Ankle","Questionable","Shin","Ankle","Did Not Participate In Practice","2020-09-18T12:21:33Z",5,-3
"18934","GB",2020,"REG",2,"00-0034179","S","Raven Greene","Raven","Greene","Quadricep","","Questionable","Quadricep","","Limited Participation in Practice","2020-09-18T12:21:33Z",5,-3
"18937","GB",2020,"REG",9,"00-0029893","T","Rick Wagner","Rick","Wagner","Knee","","Questionable","Knee","","Limited Participation in Practice","2020-11-04T13:02:07Z",5,4
"18938","GB",2020,"REG",6,"00-0033929","DE","Montravius Adams","Montravius","Adams","Neck","","Questionable","Neck","","Limited Participation in Practice","2020-10-16T12:17:10Z",5,1
"18939","GB",2020,"REG",7,"00-0033929","DE","Montravius Adams","Montravius","Adams","Foot","","Questionable","Foot","","Did Not Participate In Practice","2020-10-23T12:27:31Z",5,2
"18940","GB",2020,"REG",7,"00-0033293","RB","Aaron Jones","Aaron","Jones","Calf","","Questionable","Calf","","Did Not Participate In Practice","2020-10-23T12:27:31Z",5,2
"18941","GB",2020,"REG",7,"00-0031019","C","Corey Linsley","Corey","Linsley","Back","","Questionable","Back","","Full Participation in Practice","2020-10-23T12:27:31Z",5,2
"18942","GB",2020,"REG",7,"00-0031935","LB","Preston Smith","Preston","Smith","Shoulder","","Questionable","Shoulder","","Limited Participation in Practice","2020-10-23T12:27:31Z",5,2
"18945","GB",2020,"REG",13,"00-0035961","LB","Krys Barnes","Krys","Barnes","Calf","","Questionable","Calf","","Limited Participation in Practice","2020-12-04T12:29:18Z",5,8
"18946","GB",2020,"REG",13,"00-0032404","RB","Tyler Ervin","Tyler","Ervin","Ribs","","Questionable","Ribs","","Limited Participation in Practice","2020-12-04T12:29:18Z",5,8
"18947","GB",2020,"REG",1,"00-0034179","S","Raven Greene","Raven","Greene","Quadricep","","Questionable","Quadricep","","Limited Participation in Practice","2020-09-11T12:44:44Z",5,-4
"18949","GB",2020,"REG",9,"00-0033293","RB","Aaron Jones","Aaron","Jones","Calf","","Questionable","Calf","","Limited Participation in Practice","2020-11-04T13:02:07Z",5,4
"18955","GB",2020,"REG",4,"00-0036332","TE","Josiah Deguara","Josiah","Deguara","Ankle","","Questionable","Ankle","","Limited Participation in Practice","2020-10-03T13:02:45Z",5,-1
"18958","GB",2020,"REG",14,"00-0035480","WR","Malik Taylor","Malik","Taylor","Hamstring","","Questionable","Hamstring","","Did Not Participate In Practice","2020-12-11T12:25:53Z",5,9
"18959","GB",2020,"REG",14,"00-0034968","S","Darnell Savage","Darnell","Savage","Groin","","Questionable","Groin","","Limited Participation in Practice","2020-12-11T12:25:53Z",5,9
"18960","GB",2020,"REG",17,"00-0030074","T","David Bakhtiari","David","Bakhtiari","Knee","","Out","Knee","","Did Not Participate In Practice","2021-01-01T12:29:58Z",5,12
"18961","GB",2020,"REG",17,"00-0034984","DE","Kingsley Keke","Kingsley","Keke","Concussion","","Out","Concussion","","Did Not Participate In Practice","2021-01-01T12:30:07Z",5,12
"18965","GB",2020,"REG",12,"00-0034272","WR","Marquez Valdes-Scantling","Marquez","Valdes-Scantling","Achilles","","Questionable","Achilles","","Did Not Participate In Practice","2020-11-27T12:48:32Z",5,7
"18966","GB",2020,"REG",12,"00-0032404","RB","Tyler Ervin","Tyler","Ervin","Wrist","Ribs","Questionable","Wrist","Ribs","Limited Participation in Practice","2020-11-27T12:48:32Z",5,7
"18970","GB",2020,"REG",2,"00-0034279","WR","Equanimeous St. Brown","Equanimeous","St. Brown","Knee","","Out","Knee","","Did Not Participate In Practice","2020-09-18T12:22:15Z",5,-3
"18971","GB",2020,"REG",16,"00-0033948","RB","Jamaal Williams","Jamaal","Williams","Quadricep","","Doubtful","Quadricep","","Did Not Participate In Practice","2020-12-25T12:52:22Z",5,11
"18972","GB",2020,"REG",16,"00-0036242","G","Simon Stepaniak","Simon","Stepaniak","Knee","","Doubtful","Knee","","Full Participation in Practice","2020-12-25T12:51:56Z",5,11
"18973","GB",2020,"REG",2,"00-0033082","C","Lucas Patrick","Lucas","Patrick","Shoulder","","Questionable","Shoulder","","Full Participation in Practice","2020-09-18T12:21:33Z",5,-3
"18974","GB",2020,"REG",2,"00-0033929","DE","Montravius Adams","Montravius","Adams","Toe","","Questionable","Toe","","Limited Participation in Practice","2020-09-18T12:21:33Z",5,-3
"18977","GB",2020,"REG",4,"00-0031019","C","Corey Linsley","Corey","Linsley","Groin","","Questionable","Groin","","Did Not Participate In Practice","2020-10-03T13:02:45Z",5,-1
"18985","GB",2020,"REG",13,"00-0031019","C","Corey Linsley","Corey","Linsley","Knee","","Out","Knee","","Did Not Participate In Practice","2020-12-04T12:29:35Z",5,8
"18989","GB",2020,"REG",1,"00-0031433","G","Billy Turner","Billy","Turner","Knee","","Doubtful","Knee","","Did Not Participate In Practice","2020-09-11T12:45:36Z",5,-4
"18991","GB",2020,"REG",4,"00-0034162","P","J.K. Scott","J.K.","Scott","Illness","","Questionable","Illness","","Did Not Participate In Practice","2020-10-03T13:02:45Z",5,-1
"18992","GB",2020,"REG",4,"00-0032404","RB","Tyler Ervin","Tyler","Ervin","Wrist","","Questionable","Wrist","","Full Participation in Practice","2020-10-03T13:02:45Z",5,-1
"18993","GB",2020,"REG",4,"00-0031381","WR","Davante Adams","Davante","Adams","Hamstring","","Questionable","Hamstring","","Limited Participation in Practice","2020-10-03T13:02:45Z",5,-1
"18994","GB",2020,"REG",4,"00-0033120","DT","Kenny Clark","Kenny","Clark","Groin","","Questionable","Groin","","Limited Participation in Practice","2020-10-03T13:02:45Z",5,-1
"18997","GB",2020,"REG",14,"00-0035671","TE","Jace Sternberger","Jace","Sternberger","Concussion","","Out","Concussion","","Did Not Participate In Practice","2020-12-11T12:26:54Z",5,9
"18998","GB",2020,"REG",14,"00-0036242","G","Simon Stepaniak","Simon","Stepaniak","Knee","","Out","Knee","","Limited Participation in Practice","2020-12-11T12:26:39Z",5,9
"18999","GB",2020,"REG",14,"00-0034279","WR","Equanimeous St. Brown","Equanimeous","St. Brown","Knee","Concussion","Questionable","Knee","Concussion","Full Participation in Practice","2020-12-11T12:25:53Z",5,9
"19003","GB",2020,"REG",1,"00-0033929","DE","Montravius Adams","Montravius","Adams","Toe","","Doubtful","Toe","","Limited Participation in Practice","2020-09-11T12:44:55Z",5,-4
"19008","GB",2020,"REG",2,"00-0033120","DT","Kenny Clark","Kenny","Clark","Groin","","Out","Groin","","Did Not Participate In Practice","2020-09-18T12:21:47Z",5,-3
"19009","GB",2020,"REG",2,"00-0035085","LB","Randy Ramsey","Randy","Ramsey","Groin","","Out","Groin","","Did Not Participate In Practice","2020-09-18T12:22:06Z",5,-3
"19010","GB",2020,"REG",16,"00-0035671","TE","Jace Sternberger","Jace","Sternberger","Concussion","Illness","Out","Concussion","Illness","Did Not Participate In Practice","2020-12-25T12:52:05Z",5,11
"19020","GB",2020,"REG",6,"00-0034967","LB","Rashan Gary","Rashan","Gary","Ankle","","Questionable","Ankle","","Limited Participation in Practice","2020-10-16T12:17:10Z",5,1
"19021","GB",2020,"REG",6,"00-0033524","CB","Kevin King","Kevin","King","Quadricep","","Questionable","Quadricep","","Limited Participation in Practice","2020-10-16T12:17:10Z",5,1
"19022","GB",2020,"REG",6,"00-0031576","LB","Za'Darius Smith","Za'Darius","Smith","Ankle","","Questionable","Ankle","","Limited Participation in Practice","2020-10-16T12:17:10Z",5,1
